report_id,date,site,report_type,activity,description,sif_potential,sif_predicted,sif_probability,life_saving_rule,lsr_all_matches,activity_category,barrier_failure
RPT-00607,2025-06-30,Duliajan Workshop,Incident,driving light vehicle on site road,Incident raised at Duliajan Workshop: worker engaged in driving light vehicle on site road without following procedure - communication breakdown between crew and control room.,0,0,0.063,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Communication Failure
RPT-00608,2025-04-28,Jorajan Pipeline ROW,UA,electrical panel maintenance,UA raised at Jorajan Pipeline ROW: worker engaged in electrical panel maintenance without following procedure - no lifting plan / unqualified rigger used.,1,1,0.84,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Electrical Maintenance,Permit Not Issued
RPT-00609,2025-11-05,Duliajan Workshop,UA,routine equipment inspection round,UA raised at Duliajan Workshop: worker engaged in routine equipment inspection round without following procedure - barricade/warning signage missing at work area.,0,0,0.083,Unclassified,[],Inspection / Housekeeping,Barricade/Signage Missing
RPT-00610,2025-09-04,Digboi Refinery,UC,routine equipment inspection round,"While conducting routine equipment inspection round, a uc occurred at Digboi Refinery because isolation point not verified with lock and tag.",0,0,0.298,Energy Isolation,['Energy Isolation'],Inspection / Housekeeping,Isolation Not Verified
RPT-00611,2025-01-23,Jorajan Pipeline ROW,UC,electrical panel maintenance,"Observation (UC) at Jorajan Pipeline ROW - electrical panel maintenance in progress, however isolation point not verified with lock and tag, increasing risk of unexpected equipment start-up / stored energy release.",1,1,0.774,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Isolation Not Verified
RPT-00612,2025-10-21,Lakwa Gas Plant,UA,vehicle movement in loading bay,Field audit at Lakwa Gas Plant identified vehicle movement in loading bay where gas test not performed before entry. No injury occurred but potential for vehicle collision was high.,1,0,0.395,Confined Space,"['Confined Space', 'Driving Safety']",Driving / Vehicle Movement,Gas Test Skipped
RPT-00613,2025-11-03,Duliajan Field,Incident,confined space entry into storage tank,Field audit at Duliajan Field identified confined space entry into storage tank where barricade/warning signage missing at work area. No injury occurred but potential for asphyxiation or toxic gas exposure was high.,0,0,0.456,Confined Space,['Confined Space'],Confined Space Entry,Barricade/Signage Missing
RPT-00614,2025-08-30,Duliajan Field,Incident,housekeeping / material storage,Incident raised at Duliajan Field: worker engaged in housekeeping / material storage without following procedure - barricade/warning signage missing at work area.,0,0,0.107,Unclassified,[],Inspection / Housekeeping,Barricade/Signage Missing
RPT-00615,2025-04-04,Numaligarh Terminal,UC,manual lifting with mobile crane,Field audit at Numaligarh Terminal identified manual lifting with mobile crane where communication breakdown between crew and control room. No injury occurred but potential for dropped load / crane failure was high.,0,0,0.4,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00616,2025-11-02,Duliajan Workshop,Near-Miss,driving light vehicle on site road,"While conducting driving light vehicle on site road, a near-miss occurred at Duliajan Workshop because gas test not performed before entry.",0,0,0.165,Driving Safety,"['Driving Safety', 'Confined Space']",Driving / Vehicle Movement,Gas Test Skipped
RPT-00617,2025-09-25,Digboi Refinery,UC,manual lifting with mobile crane,"During manual lifting with mobile crane at Digboi Refinery, it was observed that communication breakdown between crew and control room. This created a direct exposure to dropped load / crane failure.",1,0,0.457,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00618,2025-11-04,Naharkatiya Tank Farm,UA,confined space entry into storage tank,"Observation (UA) at Naharkatiya Tank Farm - confined space entry into storage tank in progress, however no lifting plan / unqualified rigger used, increasing risk of asphyxiation or toxic gas exposure.",0,1,0.715,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Confined Space']",Confined Space Entry,Permit Not Issued
RPT-00619,2025-10-04,Duliajan Workshop,UA,excavation near buried pipeline,UA raised at Duliajan Workshop: worker engaged in excavation near buried pipeline without following procedure - PPE (harness/gloves/goggles) not worn correctly.,0,0,0.326,Working at Height,['Working at Height'],Excavation,PPE Non-Compliance
RPT-00620,2025-08-08,Naharkatiya Tank Farm,UC,excavation near buried pipeline,"During excavation near buried pipeline at Naharkatiya Tank Farm, it was observed that communication breakdown between crew and control room. This created a direct exposure to being struck by moving/falling/suspended object.",0,0,0.176,Line of Fire,['Line of Fire'],Excavation,Communication Failure
RPT-00621,2025-03-10,Jorajan Pipeline ROW,UC,line of fire during pipe fitting removal,Field audit at Jorajan Pipeline ROW identified line of fire during pipe fitting removal where supervision inadequate for high-risk task. No injury occurred but potential for being struck by moving/falling/suspended object was high.,1,0,0.41,Line of Fire,['Line of Fire'],Line of Fire Exposure,Inadequate Supervision
RPT-00622,2025-04-07,Jorajan Pipeline ROW,UA,manual lifting with mobile crane,Field audit at Jorajan Pipeline ROW identified manual lifting with mobile crane where PPE (harness/gloves/goggles) not worn correctly. No injury occurred but potential for dropped load / crane failure was high.,1,1,0.762,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Working at Height']",Mechanical Lifting,PPE Non-Compliance
RPT-00623,2025-04-16,Duliajan Field,UA,vehicle movement in loading bay,"During vehicle movement in loading bay at Duliajan Field, it was observed that equipment inspection overdue / defective tool used. This created a direct exposure to vehicle collision.",0,0,0.212,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Defective Equipment
RPT-00624,2025-05-10,Kumchai Compressor Station,UA,line of fire during pipe fitting removal,"Observation (UA) at Kumchai Compressor Station - line of fire during pipe fitting removal in progress, however supervision inadequate for high-risk task, increasing risk of being struck by moving/falling/suspended object.",0,0,0.29,Line of Fire,['Line of Fire'],Line of Fire Exposure,Inadequate Supervision
RPT-00625,2025-07-23,Duliajan Workshop,UC,line of fire during pipe fitting removal,"While conducting line of fire during pipe fitting removal, a uc occurred at Duliajan Workshop because no lifting plan / unqualified rigger used.",0,1,0.642,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Line of Fire']",Line of Fire Exposure,Permit Not Issued
RPT-00626,2025-09-05,Naharkatiya Tank Farm,UC,excavation near buried pipeline,"While conducting excavation near buried pipeline, a uc occurred at Naharkatiya Tank Farm because equipment inspection overdue / defective tool used.",0,0,0.202,Unclassified,[],Excavation,Defective Equipment
RPT-00627,2025-12-04,Barekuri Well Pad,Near-Miss,vehicle movement in loading bay,"Observation (Near-Miss) at Barekuri Well Pad - vehicle movement in loading bay in progress, however supervision inadequate for high-risk task, increasing risk of vehicle collision.",0,0,0.093,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Inadequate Supervision
RPT-00628,2025-06-23,Moran GGS,UA,electrical panel maintenance,Field audit at Moran GGS identified electrical panel maintenance where gas test not performed before entry. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,1,1,0.79,Energy Isolation,"['Energy Isolation', 'Confined Space']",Electrical Maintenance,Gas Test Skipped
RPT-00629,2025-03-16,Lakwa Gas Plant,UA,housekeeping / material storage,"During housekeeping / material storage at Lakwa Gas Plant, it was observed that permit to work not issued before starting job. This created a direct exposure to loss of critical safety function.",0,0,0.306,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Permit Not Issued
RPT-00630,2025-11-08,Lakwa Gas Plant,UA,line of fire during pipe fitting removal,UA raised at Lakwa Gas Plant: worker engaged in line of fire during pipe fitting removal without following procedure - PPE (harness/gloves/goggles) not worn correctly.,1,1,0.812,Line of Fire,"['Line of Fire', 'Working at Height']",Line of Fire Exposure,PPE Non-Compliance
RPT-00631,2025-11-02,Naharkatiya Tank Farm,Near-Miss,line of fire during pipe fitting removal,"While conducting line of fire during pipe fitting removal, a near-miss occurred at Naharkatiya Tank Farm because no lifting plan / unqualified rigger used.",1,1,0.822,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Line of Fire']",Line of Fire Exposure,Permit Not Issued
RPT-00632,2025-09-23,Numaligarh Terminal,UC,routine equipment inspection round,UC raised at Numaligarh Terminal: worker engaged in routine equipment inspection round without following procedure - toolbox talk / risk assessment not conducted.,0,0,0.17,Unclassified,[],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00633,2025-12-12,Moran GGS,UC,working at height on scaffolding,UC raised at Moran GGS: worker engaged in working at height on scaffolding without following procedure - no lifting plan / unqualified rigger used.,1,1,0.853,Working at Height,"['Working at Height', 'Safe Mechanical Lifting']",Working at Height,Permit Not Issued
RPT-00634,2025-07-24,Kumchai Compressor Station,Incident,manual lifting with mobile crane,"During manual lifting with mobile crane at Kumchai Compressor Station, it was observed that permit to work not issued before starting job. This created a direct exposure to dropped load / crane failure.",0,1,0.661,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Work Authorization']",Mechanical Lifting,Permit Not Issued
RPT-00635,2025-02-05,Naharkatiya Tank Farm,UA,line of fire during pipe fitting removal,"During line of fire during pipe fitting removal at Naharkatiya Tank Farm, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to being struck by moving/falling/suspended object.",1,1,0.82,Line of Fire,"['Line of Fire', 'Safe Mechanical Lifting']",Line of Fire Exposure,Permit Not Issued
RPT-00636,2025-05-22,Duliajan Workshop,Incident,driving light vehicle on site road,"While conducting driving light vehicle on site road, a incident occurred at Duliajan Workshop because equipment inspection overdue / defective tool used.",0,0,0.071,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Defective Equipment
RPT-00637,2025-03-31,Lakwa Gas Plant,Incident,manual lifting with mobile crane,Field audit at Lakwa Gas Plant identified manual lifting with mobile crane where toolbox talk / risk assessment not conducted. No injury occurred but potential for dropped load / crane failure was high.,1,1,0.548,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00638,2025-03-01,Duliajan Workshop,UA,hot work / welding near flammable storage,"While conducting hot work / welding near flammable storage, a ua occurred at Duliajan Workshop because equipment inspection overdue / defective tool used.",0,0,0.346,Hot Work,['Hot Work'],Hot Work,Defective Equipment
RPT-00639,2025-10-16,Barekuri Well Pad,UA,excavation near buried pipeline,"Observation (UA) at Barekuri Well Pad - excavation near buried pipeline in progress, however no lifting plan / unqualified rigger used, increasing risk of being struck by moving/falling/suspended object.",0,0,0.339,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Line of Fire']",Excavation,Permit Not Issued
RPT-00640,2025-09-04,Moran GGS,Near-Miss,energy isolation / LOTO on pump,Field audit at Moran GGS identified energy isolation / LOTO on pump where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,1,0.505,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00641,2025-04-28,Barekuri Well Pad,UC,hot work / welding near flammable storage,UC raised at Barekuri Well Pad: worker engaged in hot work / welding near flammable storage without following procedure - communication breakdown between crew and control room.,0,0,0.395,Hot Work,['Hot Work'],Hot Work,Communication Failure
RPT-00642,2025-02-17,Naharkatiya Tank Farm,UC,energy isolation / LOTO on pump,"While conducting energy isolation / LOTO on pump, a uc occurred at Naharkatiya Tank Farm because equipment inspection overdue / defective tool used.",1,1,0.571,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Defective Equipment
RPT-00643,2025-04-22,Kumchai Compressor Station,Incident,hot work / welding near flammable storage,"Observation (Incident) at Kumchai Compressor Station - hot work / welding near flammable storage in progress, however equipment inspection overdue / defective tool used, increasing risk of fire or explosion in presence of flammable atmosphere.",0,0,0.403,Hot Work,['Hot Work'],Hot Work,Defective Equipment
RPT-00644,2025-05-04,Barekuri Well Pad,UC,confined space entry into storage tank,UC raised at Barekuri Well Pad: worker engaged in confined space entry into storage tank without following procedure - isolation point not verified with lock and tag.,1,1,0.669,Energy Isolation,"['Energy Isolation', 'Confined Space']",Confined Space Entry,Isolation Not Verified
RPT-00645,2025-02-24,Moran GGS,Near-Miss,manual lifting with mobile crane,Field audit at Moran GGS identified manual lifting with mobile crane where isolation point not verified with lock and tag. No injury occurred but potential for dropped load / crane failure was high.,1,1,0.765,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Energy Isolation']",Mechanical Lifting,PPE Non-Compliance
RPT-00646,2025-09-04,Digboi Refinery,UC,routine equipment inspection round,Field audit at Digboi Refinery identified routine equipment inspection round where toolbox talk / risk assessment not conducted. No injury occurred but potential for uncontrolled/unauthorized simultaneous operations was high.,0,0,0.099,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Risk Assessment Skipped
RPT-00647,2025-09-09,Lakwa Gas Plant,Incident,energy isolation / LOTO on pump,Field audit at Lakwa Gas Plant identified energy isolation / LOTO on pump where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,1,0.538,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00648,2025-09-27,Duliajan Workshop,UA,driving light vehicle on site road,Field audit at Duliajan Workshop identified driving light vehicle on site road where communication breakdown between crew and control room. No injury occurred but potential for vehicle collision was high.,0,0,0.041,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Communication Failure
RPT-00649,2025-03-31,Jorajan Pipeline ROW,UC,excavation near buried pipeline,"Observation (UC) at Jorajan Pipeline ROW - excavation near buried pipeline in progress, however permit to work not issued before starting job, increasing risk of being struck by moving/falling/suspended object.",0,0,0.33,Line of Fire,"['Line of Fire', 'Work Authorization']",Excavation,Permit Not Issued
RPT-00650,2025-04-18,Digboi Refinery,UC,housekeeping / material storage,"During housekeeping / material storage at Digboi Refinery, it was observed that equipment inspection overdue / defective tool used. This created a direct exposure to loss of critical safety function.",1,0,0.257,Unclassified,[],Inspection / Housekeeping,Defective Equipment
RPT-00651,2025-05-15,Lakwa Gas Plant,UC,hot work / welding near flammable storage,"While conducting hot work / welding near flammable storage, a uc occurred at Lakwa Gas Plant because supervision inadequate for high-risk task.",1,1,0.517,Hot Work,['Hot Work'],Hot Work,Inadequate Supervision
RPT-00652,2025-04-18,Barekuri Well Pad,UA,electrical panel maintenance,UA raised at Barekuri Well Pad: worker engaged in electrical panel maintenance without following procedure - no lifting plan / unqualified rigger used.,1,1,0.813,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Electrical Maintenance,Permit Not Issued
RPT-00653,2025-10-22,Kumchai Compressor Station,UA,energy isolation / LOTO on pump,UA raised at Kumchai Compressor Station: worker engaged in energy isolation / LOTO on pump without following procedure - communication breakdown between crew and control room.,0,0,0.308,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Communication Failure
RPT-00654,2025-07-15,Moran GGS,Near-Miss,hot work / welding near flammable storage,Field audit at Moran GGS identified hot work / welding near flammable storage where barricade/warning signage missing at work area. No injury occurred but potential for fire or explosion in presence of flammable atmosphere was high.,0,0,0.365,Hot Work,['Hot Work'],Hot Work,Barricade/Signage Missing
RPT-00655,2025-09-13,Numaligarh Terminal,UC,housekeeping / material storage,"During housekeeping / material storage at Numaligarh Terminal, it was observed that gas test not performed before entry. This created a direct exposure to loss of critical safety function.",0,0,0.36,Confined Space,['Confined Space'],Inspection / Housekeeping,Gas Test Skipped
RPT-00656,2025-10-18,Duliajan Workshop,Near-Miss,excavation near buried pipeline,"While conducting excavation near buried pipeline, a near-miss occurred at Duliajan Workshop because supervision inadequate for high-risk task.",0,0,0.086,Unclassified,[],Excavation,Inadequate Supervision
RPT-00657,2025-11-19,Naharkatiya Tank Farm,UA,hot work / welding near flammable storage,"While conducting hot work / welding near flammable storage, a ua occurred at Naharkatiya Tank Farm because gas test not performed before entry.",1,1,0.721,Hot Work,"['Hot Work', 'Confined Space']",Hot Work,Gas Test Skipped
RPT-00658,2025-05-12,Jorajan Pipeline ROW,UA,housekeeping / material storage,"While conducting housekeeping / material storage, a ua occurred at Jorajan Pipeline ROW because supervision inadequate for high-risk task.",0,0,0.117,Unclassified,[],Inspection / Housekeeping,Inadequate Supervision
RPT-00659,2025-10-22,Duliajan Field,UC,line of fire during pipe fitting removal,Field audit at Duliajan Field identified line of fire during pipe fitting removal where PPE (harness/gloves/goggles) not worn correctly. No injury occurred but potential for being struck by moving/falling/suspended object was high.,1,1,0.699,Line of Fire,"['Line of Fire', 'Working at Height']",Line of Fire Exposure,PPE Non-Compliance
RPT-00660,2025-08-17,Duliajan Workshop,UC,confined space entry into storage tank,Field audit at Duliajan Workshop identified confined space entry into storage tank where barricade/warning signage missing at work area. No injury occurred but potential for asphyxiation or toxic gas exposure was high.,0,0,0.403,Confined Space,['Confined Space'],Confined Space Entry,Barricade/Signage Missing
RPT-00661,2025-11-24,Naharkatiya Tank Farm,UC,vehicle movement in loading bay,UC raised at Naharkatiya Tank Farm: worker engaged in vehicle movement in loading bay without following procedure - barricade/warning signage missing at work area.,0,0,0.171,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Barricade/Signage Missing
RPT-00662,2025-06-25,Naharkatiya Tank Farm,UC,routine equipment inspection round,"During routine equipment inspection round at Naharkatiya Tank Farm, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to uncontrolled/unauthorized simultaneous operations.",0,0,0.418,Safe Mechanical Lifting,"['Safe Mechanical Lifting', 'Work Authorization']",Inspection / Housekeeping,Permit Not Issued
RPT-00663,2025-05-19,Kumchai Compressor Station,Near-Miss,energy isolation / LOTO on pump,Field audit at Kumchai Compressor Station identified energy isolation / LOTO on pump where barricade/warning signage missing at work area. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,0,0.387,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Barricade/Signage Missing
RPT-00664,2025-04-05,Kumchai Compressor Station,UC,housekeeping / material storage,"Observation (UC) at Kumchai Compressor Station - housekeeping / material storage in progress, however no lifting plan / unqualified rigger used, increasing risk of loss of critical safety function.",0,0,0.379,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Inspection / Housekeeping,Permit Not Issued
RPT-00665,2025-07-23,Numaligarh Terminal,Near-Miss,housekeeping / material storage,"During housekeeping / material storage at Numaligarh Terminal, it was observed that isolation point not verified with lock and tag. This created a direct exposure to loss of critical safety function.",0,0,0.365,Energy Isolation,['Energy Isolation'],Inspection / Housekeeping,Isolation Not Verified
RPT-00666,2025-09-26,Digboi Refinery,UC,hot work / welding near flammable storage,"During hot work / welding near flammable storage at Digboi Refinery, it was observed that toolbox talk / risk assessment not conducted. This created a direct exposure to fire or explosion in presence of flammable atmosphere.",0,0,0.48,Hot Work,['Hot Work'],Hot Work,Risk Assessment Skipped
RPT-00667,2025-05-07,Digboi Refinery,UA,driving light vehicle on site road,"Observation (UA) at Digboi Refinery - driving light vehicle on site road in progress, however no lifting plan / unqualified rigger used, increasing risk of vehicle collision.",0,0,0.216,Driving Safety,"['Driving Safety', 'Safe Mechanical Lifting']",Driving / Vehicle Movement,Permit Not Issued
RPT-00668,2025-12-06,Barekuri Well Pad,UA,electrical panel maintenance,UA raised at Barekuri Well Pad: worker engaged in electrical panel maintenance without following procedure - gas test not performed before entry.,1,1,0.741,Confined Space,['Confined Space'],Electrical Maintenance,Gas Test Skipped
RPT-00669,2025-10-08,Kumchai Compressor Station,Incident,electrical panel maintenance,Field audit at Kumchai Compressor Station identified electrical panel maintenance where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,0,0.495,Energy Isolation,['Energy Isolation'],Electrical Maintenance,Risk Assessment Skipped
RPT-00670,2025-11-22,Numaligarh Terminal,UA,housekeeping / material storage,Field audit at Numaligarh Terminal identified housekeeping / material storage where equipment inspection overdue / defective tool used. No injury occurred but potential for loss of critical safety function was high.,0,0,0.169,Unclassified,[],Inspection / Housekeeping,Defective Equipment
RPT-00671,2025-04-27,Naharkatiya Tank Farm,UA,excavation near buried pipeline,"While conducting excavation near buried pipeline, a ua occurred at Naharkatiya Tank Farm because equipment inspection overdue / defective tool used.",0,0,0.204,Unclassified,[],Excavation,Defective Equipment
RPT-00672,2025-01-01,Jorajan Pipeline ROW,UC,driving light vehicle on site road,UC raised at Jorajan Pipeline ROW: worker engaged in driving light vehicle on site road without following procedure - supervision inadequate for high-risk task.,0,0,0.152,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Inadequate Supervision
RPT-00673,2025-09-09,Numaligarh Terminal,UC,energy isolation / LOTO on pump,"During energy isolation / LOTO on pump at Numaligarh Terminal, it was observed that barricade/warning signage missing at work area. This created a direct exposure to unexpected equipment start-up / stored energy release.",0,1,0.535,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Barricade/Signage Missing
RPT-00674,2025-01-04,Barekuri Well Pad,Near-Miss,working at height on scaffolding,Field audit at Barekuri Well Pad identified working at height on scaffolding where communication breakdown between crew and control room. No injury occurred but potential for fall from height was high.,1,0,0.458,Working at Height,['Working at Height'],Working at Height,Communication Failure
RPT-00675,2025-03-25,Kumchai Compressor Station,Incident,manual lifting with mobile crane,"Observation (Incident) at Kumchai Compressor Station - manual lifting with mobile crane in progress, however communication breakdown between crew and control room, increasing risk of dropped load / crane failure.",0,0,0.334,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00676,2025-09-22,Naharkatiya Tank Farm,UA,line of fire during pipe fitting removal,"Observation (UA) at Naharkatiya Tank Farm - line of fire during pipe fitting removal in progress, however isolation point not verified with lock and tag, increasing risk of being struck by moving/falling/suspended object.",1,1,0.647,Line of Fire,"['Line of Fire', 'Energy Isolation']",Line of Fire Exposure,Isolation Not Verified
RPT-00677,2025-02-05,Barekuri Well Pad,Near-Miss,driving light vehicle on site road,"Observation (Near-Miss) at Barekuri Well Pad - driving light vehicle on site road in progress, however equipment inspection overdue / defective tool used, increasing risk of vehicle collision.",0,0,0.083,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Defective Equipment
RPT-00678,2025-12-25,Numaligarh Terminal,UC,driving light vehicle on site road,Field audit at Numaligarh Terminal identified driving light vehicle on site road where PPE (harness/gloves/goggles) not worn correctly. No injury occurred but potential for vehicle collision was high.,0,0,0.23,Driving Safety,"['Driving Safety', 'Working at Height']",Driving / Vehicle Movement,PPE Non-Compliance
RPT-00679,2025-01-12,Jorajan Pipeline ROW,UA,manual lifting with mobile crane,"During manual lifting with mobile crane at Jorajan Pipeline ROW, it was observed that supervision inadequate for high-risk task. This created a direct exposure to dropped load / crane failure.",0,1,0.547,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,PPE Non-Compliance
RPT-00680,2025-04-30,Digboi Refinery,UA,driving light vehicle on site road,"Observation (UA) at Digboi Refinery - driving light vehicle on site road in progress, however barricade/warning signage missing at work area, increasing risk of vehicle collision.",0,0,0.053,Driving Safety,['Driving Safety'],Driving / Vehicle Movement,Barricade/Signage Missing
RPT-00681,2025-09-13,Numaligarh Terminal,UA,working at height on scaffolding,"Observation (UA) at Numaligarh Terminal - working at height on scaffolding in progress, however toolbox talk / risk assessment not conducted, increasing risk of fall from height.",0,1,0.52,Working at Height,['Working at Height'],Working at Height,Risk Assessment Skipped
RPT-00682,2025-07-20,Jorajan Pipeline ROW,UA,housekeeping / material storage,UA raised at Jorajan Pipeline ROW: worker engaged in housekeeping / material storage without following procedure - permit to work not issued before starting job.,0,0,0.399,Work Authorization,['Work Authorization'],Inspection / Housekeeping,Permit Not Issued
RPT-00683,2025-01-07,Duliajan Workshop,UA,electrical panel maintenance,"While conducting electrical panel maintenance, a ua occurred at Duliajan Workshop because gas test not performed before entry.",0,1,0.612,Confined Space,['Confined Space'],Electrical Maintenance,Gas Test Skipped
RPT-00684,2025-02-18,Moran GGS,UA,line of fire during pipe fitting removal,"During line of fire during pipe fitting removal at Moran GGS, it was observed that toolbox talk / risk assessment not conducted. This created a direct exposure to being struck by moving/falling/suspended object.",1,0,0.472,Line of Fire,['Line of Fire'],Line of Fire Exposure,Risk Assessment Skipped
RPT-00685,2025-03-23,Moran GGS,Near-Miss,electrical panel maintenance,"While conducting electrical panel maintenance, a near-miss occurred at Moran GGS because communication breakdown between crew and control room.",0,0,0.329,Unclassified,[],Electrical Maintenance,Communication Failure
RPT-00686,2025-06-02,Duliajan Field,UC,housekeeping / material storage,"While conducting housekeeping / material storage, a uc occurred at Duliajan Field because equipment inspection overdue / defective tool used.",0,0,0.134,Unclassified,[],Inspection / Housekeeping,Defective Equipment
RPT-00687,2025-06-16,Kumchai Compressor Station,Incident,working at height on scaffolding,Incident raised at Kumchai Compressor Station: worker engaged in working at height on scaffolding without following procedure - isolation point not verified with lock and tag.,1,1,0.692,Working at Height,"['Working at Height', 'Energy Isolation']",Working at Height,Isolation Not Verified
RPT-00688,2025-01-22,Numaligarh Terminal,UA,driving light vehicle on site road,UA raised at Numaligarh Terminal: worker engaged in driving light vehicle on site road without following procedure - no lifting plan / unqualified rigger used.,1,0,0.393,Driving Safety,"['Driving Safety', 'Safe Mechanical Lifting']",Driving / Vehicle Movement,Permit Not Issued
RPT-00689,2025-09-13,Jorajan Pipeline ROW,UA,housekeeping / material storage,"During housekeeping / material storage at Jorajan Pipeline ROW, it was observed that no lifting plan / unqualified rigger used. This created a direct exposure to loss of critical safety function.",0,0,0.445,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Inspection / Housekeeping,Permit Not Issued
RPT-00690,2025-02-24,Lakwa Gas Plant,UA,energy isolation / LOTO on pump,UA raised at Lakwa Gas Plant: worker engaged in energy isolation / LOTO on pump without following procedure - permit to work not issued before starting job.,1,1,0.765,Energy Isolation,"['Energy Isolation', 'Work Authorization']",Energy Isolation / LOTO,Permit Not Issued
RPT-00691,2025-08-13,Jorajan Pipeline ROW,Incident,manual lifting with mobile crane,"While conducting manual lifting with mobile crane, a incident occurred at Jorajan Pipeline ROW because supervision inadequate for high-risk task.",0,0,0.301,Safe Mechanical Lifting,['Safe Mechanical Lifting'],Mechanical Lifting,Inadequate Supervision
RPT-00692,2025-01-21,Moran GGS,UC,working at height on scaffolding,UC raised at Moran GGS: worker engaged in working at height on scaffolding without following procedure - communication breakdown between crew and control room.,0,0,0.457,Working at Height,['Working at Height'],Working at Height,Communication Failure
RPT-00693,2025-04-06,Jorajan Pipeline ROW,UC,excavation near buried pipeline,"Observation (UC) at Jorajan Pipeline ROW - excavation near buried pipeline in progress, however barricade/warning signage missing at work area, increasing risk of being struck by moving/falling/suspended object.",0,0,0.125,Line of Fire,['Line of Fire'],Excavation,Barricade/Signage Missing
RPT-00694,2025-10-11,Kumchai Compressor Station,UA,energy isolation / LOTO on pump,Field audit at Kumchai Compressor Station identified energy isolation / LOTO on pump where toolbox talk / risk assessment not conducted. No injury occurred but potential for unexpected equipment start-up / stored energy release was high.,0,0,0.461,Energy Isolation,['Energy Isolation'],Energy Isolation / LOTO,Risk Assessment Skipped
RPT-00695,2025-08-21,Digboi Refinery,UC,excavation near buried pipeline,"While conducting excavation near buried pipeline, a uc occurred at Digboi Refinery because gas test not performed before entry.",0,0,0.307,Confined Space,['Confined Space'],Excavation,Gas Test Skipped
RPT-00696,2025-11-14,Duliajan Workshop,Incident,line of fire during pipe fitting removal,Field audit at Duliajan Workshop identified line of fire during pipe fitting removal where gas test not performed before entry. No injury occurred but potential for being struck by moving/falling/suspended object was high.,0,1,0.621,Line of Fire,"['Line of Fire', 'Confined Space']",Line of Fire Exposure,Gas Test Skipped
RPT-00697,2025-04-08,Kumchai Compressor Station,Near-Miss,housekeeping / material storage,Field audit at Kumchai Compressor Station identified housekeeping / material storage where PPE (harness/gloves/goggles) not worn correctly. No injury occurred but potential for loss of critical safety function was high.,0,0,0.344,Working at Height,['Working at Height'],Inspection / Housekeeping,PPE Non-Compliance
RPT-00698,2025-06-14,Jorajan Pipeline ROW,UC,excavation near buried pipeline,"While conducting excavation near buried pipeline, a uc occurred at Jorajan Pipeline ROW because gas test not performed before entry.",0,0,0.367,Confined Space,['Confined Space'],Excavation,Gas Test Skipped
